coordenada,calificacion,comentario
"-12.1167699,-77.0282922,17z",5,"El  servicio no es bueno, falta un poco más de esmero en la atención. La relación costo/calidad , no es la optima,  la comida si bien estuvo sabrosa, una chita de 1.1kg costo cerca de 420 soles mmmmmmm"
"-12.1167699,-77.0282922,17z",4,"Sus comidas excelentes, la mayoría de sus platos son grandes como para compartir. Solo como que se empezó a desorganizar con las reservas."
"-12.1167699,-77.0282922,17z",5,La comida excelente todo les recomiendo!!
"-12.1167699,-77.0282922,17z",4,"Al tratarse de un lugar pequeño y con mucha afluencia hay que hacer reserva con bastantes días de antelación,  pero la comida es buena, buena y aunque no pude disfrutar el ambiente en el interior, me toco terraza es muy recomendable."
"-12.1167699,-77.0282922,17z",5,"La picanteria en un escondido lugar de surquillo podras disfrutar de la sazon norteña,te presentan la pesca del dia, con los peces en una estructura de hielo y podras elegir y te prepararan lo que desees"
"-12.1167699,-77.0282922,17z",5,"Muy rico todo y curiosa forma servir, pintoresco, gran experiencia."
"-12.1167699,-77.0282922,17z",5,"Un lugar espectacular! Delicioso concepto, los felicito realmente."
"-12.1167699,-77.0282922,17z",5,Excelentes comida todo muy bueno
"-12.1167699,-77.0282922,17z",5,"Especial para comer pescado. Los pescados son muy frescos y las preparaciones son increíbles. Una mejor que la otra. Es un lugar para ir con tiempo, en total pueden estar 1.30 a 2 hs. La atención es muy buena. Muy recomendado. Por persona…"
"-12.1167699,-77.0282922,17z",5,"Extraordinaria picanteria, la recomendación es que tengan más ventilación pero los felicito por la excelente calidad de la cocina peruana."
"-12.1167699,-77.0282922,17z",1,Discriminación por parte de su personal portero. Mi madre una persona de tez clara se acercó a preguntar sobre que ofrecía el restaurante y pues el portero la atendió bien y respondió de buena manera. Cuando mi tía de test un poco más…
"-12.1167699,-77.0282922,17z",4,"La comida es buena, pero la atención demora mucho y el ambiente es algo desordenado."
"-12.1167699,-77.0282922,17z",5,"El mejor ceviche de Lima. Uno de mis favoritos,  el sándwich de la playa, realmente delicioso 😋…"
"-12.1167699,-77.0282922,17z",5,"Deliciosos platos, nada se desperdicia del pezcado escogido para disfrutar."
"-12.1167699,-77.0282922,17z",5,Excelente! Lo mejor en pescados y mariscos
"-12.1167699,-77.0282922,17z",4,"comida Marina, preparada a tu elección de pescados frescos en una barra acondicionada en la cocina, ambiente agradable, la atención de la parte de las personas muy dedicados."
"-12.1167699,-77.0282922,17z",4,"La comida deliciosa, recomiendo pedir las cervezas artesanales, son muy ricas, hacen que olvides el tiempo de espera que tienes que hacer mientras te den una mesa."
"-12.1167699,-77.0282922,17z",5,"Excelente restaurante todo una experiencia , se escoje el pescado y lo preparan a su gusto"
"-12.1167699,-77.0282922,17z",5,"Cocina muy sabrosa y adictiva. Todo excelente, sus arroces los mejores de lima. Que decir de los platos con pescados. Todo brilla."
"-12.1167699,-77.0282922,17z",5,"Delicioso, 100% recomendable ! distimtod tipos de preparaciones con pescados frescos a elección en el momento !"
"-12.1167699,-77.0282922,17z",5,"La comida deliciosa, muy original, así como sus bebidas y buen servicio."
"-12.1167699,-77.0282922,17z",3,"La comida estuvo muy buena, la atención fue buena en principio PERO al momento de pagar me atendió la señorita Leydi que de verdad la manera en la cual me respondió a mi novio y a mi fue muy desagradable. Espero sea solo porque tuvo un mal día.  Les daría 5 y más si no me hubiera llevado esa mala forma de trato."
"-12.1167699,-77.0282922,17z",4,"Delicioso. Todo muy bueno, la acción de la comida es exquisita, la atención muy buena. Lo malo es el tiempo de espera... Pero puede ser muy bien compensado con la cerveza artesanal o con una deliciosa chicha de Jora."
"-12.1167699,-77.0282922,17z",1,"No entiendo cómo pueden haber caído tan bajo, en el trato al cliente, la señora o señorita que funge de administrador a cargo de las reservas es ALTANERA, MALCRIADA Y CON TOTAL FALTA DE RESPECTO SE ACERCO APARA DECIRNOS QUE NOS APUREMOS POR…"
"-12.1167699,-77.0282922,17z",5,"Lo mejor que comí en todo el Perú en pescados y mariscos, EXQUISITO, único"
"-12.1167699,-77.0282922,17z",3,"El ceviche es muy agradable, tienen buena atención, todo limpio, urge ventiladores en el exterior"
"-12.1167699,-77.0282922,17z",5,"Muy rica comida. Les recomiendo ir en grupo así se disfruta más de lo que piden. Recomiendo el ceviche de Mero, pulpo a la parrilla y cualquier arroz. No hay pierde!!!"
"-12.1167699,-77.0282922,17z",1,"NO RECOMIENDO, estuve esperando más de 10 minutos y no me atendían, las meseras estaban discutiendo entre ellas (poco profesionalismo) cuando por fin se acercó una mesera y me dio el QR de la carta, no cargaba, con su wifi tampoco, les pedí…"
"-12.1167699,-77.0282922,17z",5,"La comida es riquísima!!! Caro pero vale la pena, excelente la causa de langosta, el ceviche, y el pescado de ajo"
"-12.1167699,-77.0282922,17z",2,"Comida muy cara, buena pero demasiado cara. Aparte tuve la atención de la señora leydi que dejó mucho que desear, muy mala atención, enojada como si uno tuviera la culpa de sus problemas personales 🤦🏽…"
"-12.1167699,-77.0282922,17z",5,Experiencia deliciosa  . El atendimento no nos pareció de lo mejor pero por la comida volvería sin dudas
"-12.1167699,-77.0282922,17z",5,Muy agradable. El chicano puede mejorar el sabor. Pero el ceviche espectacular.
"-12.1167699,-77.0282922,17z",5,Es un restorant de pescados y mariscos. Lo genial es que tu legislación que pescado comer según también su peso. Están exhibidos hay mismo. Ahora un almuerzo de cuatro platos y cuatro pisco sour son más menos 160 soles.
"-12.1167699,-77.0282922,17z",5,"El mejor cebiche de Lima, una segunda preparacion de chita a la parrilla  y de postre unos churros!!!"
"-12.1167699,-77.0282922,17z",5,Muy buena comida. No olvidar hacer reserva.
"-12.1167699,-77.0282922,17z",5,"Excelente restaurante de comida criolla, MUST GO en Lima!
La ambientación y temática del restaurante (mesas compartidas) es muy original, hacen que uno se sienta comiendo en una picantería de pueblo súper a gusto; no…"
"-12.1167699,-77.0282922,17z",1,"O
Muy caro, no se justifica la espera ni los precios. El ambiente de mesa comun no permite conversar bien, la comida es rica pero no tanto como para los precios."
"-12.1167699,-77.0282922,17z",4,"En general la comida  fue excelenge y la atención super genial, pero mi inquietud fue que la silla que me tocó se estába desarmando."
"-12.1167699,-77.0282922,17z",5,Ha sido una experiencia increíble porque todo estuvo delicioso. Les aconsejo este restaurante al 100%. Es mejor reservar primero porque se arriesga no encontrar una mesa.
"-12.1167699,-77.0282922,17z",5,"Excelente comida y muy buena atención, el concepto de escoger tu pescado y solicitar que te lo preparen como tu quieras, es muy interesante"
"-12.1167699,-77.0282922,17z",4,"Como experiencia culinaria esta bien, pero la precios son elevados y la atención no es muy buena."
"-12.1167699,-77.0282922,17z",2,Cerrado hasta el 17 de enero...
"-12.1167699,-77.0282922,17z",5,"Muy buena experiencia, la parihuela estuvo excelente,  asimismo la preparación del pescado entero, a la parrilla y frita, ambas estuvieron genial, muy buena sazón. Además la atención fue muy cordial y prestos al buen servicio."
"-12.1167699,-77.0282922,17z",2,"Pensé que llegaba a una ""Picanteria"" pero es una cebichería, una casona antigua en todo aspecto con precios muy altos y forma diferente de presentar sus potajes, que a mí no me gustó, seguro que a otras personas les gusta... Cada persona es libre de opinar sus preferencias,.. yo soy muy clásico"
"-12.1167699,-77.0282922,17z",5,"Todo muy rico, precio justo y gran experiencia culinaria"
"-12.1167699,-77.0282922,17z",5,"Muy agradables sus platos a base de pescados y mariscos. Excelente Su causa montada con pulpo crocante, el ceviche de pescado muy fresco, un pulpo marinado muy agradable, pescado a la parrilla delicioso, y alegrías arroz con mariscos bueno…"
"-12.1167699,-77.0282922,17z",5,"Comida de un nivel superlativo, nos pusimos a merced de las recomendaciones del personal y todos los platos estuvieron espectaculares"
"-12.1167699,-77.0282922,17z",5,"Comida muy buena , no olvidarse de pedir la lengua de res a la parilla ."
"-12.1167699,-77.0282922,17z",5,Todas las veces visitadas he quedado satisfecho. Excelente comida marina y muy buen servicio.
"-12.1167699,-77.0282922,17z",5,El ceviche de cabrilla y el sudado excelente. Además probé Estofado de pescado. muy rico.
"-12.1167699,-77.0282922,17z",5,Delicioso! Pero toca hacer reserva.
"-12.1167699,-77.0282922,17z",3,"El pescado  (cualquiera) a la parrilla, es imperdible. El cebiche delicioso también.
El chaufa muy rico, el costillar de res incomible.…"
"-12.1167699,-77.0282922,17z",5,"Buen ambiente, Rica comida. Buenos tragos."
"-12.1167699,-77.0282922,17z",5,"Trato excelente! Comida increíble!
Muchas gracias."
"-12.1167699,-77.0282922,17z",4,"Muy aireado el local, posee zona de terraza , vigilancia de vehículos.
La carta muy variada, posibilidad de probar pescados no conocidos
Solo hay 2 turnos p almuerzo  y se reserva…"
"-12.1167699,-77.0282922,17z",1,No nos atendieron !!   Solo reservas ..así que si no reservan con anticipación NO VAYAN !!!!
"-12.1167699,-77.0282922,17z",5,"Comida real, bien servida, pescado del día para escoger. No sé paga por la preparación solo por el pescado."
"-12.1167699,-77.0282922,17z",5,"Excelente ambiente, y al atención esmerada."
"-12.1167699,-77.0282922,17z",5,"Una comida deliciosa, en un ambiente emblemático. Súper la langosta!"
"-12.1167699,-77.0282922,17z",3,"Un lugar diferente, para variar de los típicos restaurants. Conservan la arquitectura antigua, de lo que un su tiempo debió ser una casa o casona de antaño."
"-12.1167699,-77.0282922,17z",5,"Lo mejor de Lima. Super atención, platos coloridos y finos"
"-12.1167699,-77.0282922,17z",5,La comida increíble y los chilenos aún más
"-12.1167699,-77.0282922,17z",4,"Un poco costoso pero vale la pena, buenas preparaciones y buen concepto."
"-12.1167699,-77.0282922,17z",5,"La comida es espectacular. Cuidan mucho los detalles y la sazón es increíble. Nuestra reservación fue para un salón cerrado y fue todo muy seguro. El comedor en dónde están las otras mesas es muy cerrado y aún con protocolos de seguridad,…"
"-12.1167699,-77.0282922,17z",2,"Absolutamente mediocre. Comida cara, porciones escasas para platos gigantes, considerando todo lo que uno podría llegar a comer y conocer en otros lugares de Lima.…"
"-12.1167699,-77.0282922,17z",5,"Un excelente lugar, dónde se puede paladear platos de comida como hechos en casa, si bien su carta nos es muy variada, pero cada plato es una exquisitez, muy bueno!!"
"-12.1167699,-77.0282922,17z",5,Deliciosa sazón en un restaurant en el que tú eliges qué pescado te comes y cómo te lo preparan
"-12.1167699,-77.0282922,17z",2,"Rico, abundante, buen ambiente,pero no me compensa el precio y el tiempo de espera para que te atiendan.
Es la segunda vez que lo visito y en  ambas espere mucho, incluso por las bebidas (eran gaseosas!)"
"-12.1167699,-77.0282922,17z",5,"Primera vez que voy. Todo ok, ordenado, buena atención, comida criolla sabrosa, seguro, tranquilo. Precios moderados, vale el gusto"
"-12.1167699,-77.0282922,17z",5,Comida deliciosa y buena atención
"-12.1167699,-77.0282922,17z",5,Simplemente espectacular. Un imperdible en Lima.
"-12.1167699,-77.0282922,17z",5,El pescado al ajo un diez! Muy buen lugar para ir a comer en grupo.
"-12.1167699,-77.0282922,17z",4,"Buenos platos, buen servicio.    Me llamo la atencion que lo mas bajo fue su cebiche, corregimos sazon en mesa.    Las ostras pese a estar frescas no traian el sabor a mar esperado.   Muy buenos el sandwich de lengua y el pulpo a la parrilla"
"-12.1167699,-77.0282922,17z",2,"No me gusto. La comida excesivamente cara, muy grasosa tambien y pues había mucha variedad de platillos y lo peor es que la cartilla era así que tenias que escanear con la cámara con una aplicación si o si para ver las cosas a la vez de que…"
"-12.1167699,-77.0282922,17z",4,Comida deliciosa con ingredientes frescos !!
"-12.1167699,-77.0282922,17z",5,"Concepto unico! El sudado y el ceviche son imperdibles, lo mismo q el pulpo."
"-12.1167699,-77.0282922,17z",3,"Célebre el cumpleaños de mi hijo en ese local y la comida estuvo espectacular, todo muy rico y los precios justificados."
"-12.1167699,-77.0282922,17z",5,El mejor lugar para probar algo original😍…
"-12.1167699,-77.0282922,17z",5,"Espectacular!

Gracias Leonardo."
"-12.1167699,-77.0282922,17z",4,"Buen trago, buena entrada, el segundo no estuvo mal pero podria ser corvina y no cachema, el postre no es bueno, el precio pasadito de alto, no cubre en calidad, solo en curiosidad. Estuvo bien para ir 1 sola vez y no repetir."
"-12.1167699,-77.0282922,17z",4,"Un classic en Surquillo, seguramente el primer restaurante de validated en la zona, Buena materia prima, Buena tecnica, buen servicio, Buena atencion, tal vez el precio un poquito elevado  pero totalmente recomendable, puntuacion final 8,2/10 Es totalmente recomendable"
"-12.1167699,-77.0282922,17z",4,"Porciones buenas. La corvina quizá no sea el mejor pescado pal cevixhe. Excelente cerveza. El pellejo del pescado frito puede ser buen aprovechamiento, pero muy grasoso."
"-12.1167699,-77.0282922,17z",5,"Extraordinario. El mejor de Lima para comer pescado y mariscos. No se pierdan los langostinos jumbo en cualquier presentación, y no dejen de pedir un cachete de mero en sudado. Es delicioso."
"-12.1167699,-77.0282922,17z",5,Ma-ra-vi-llo-so...simplemente exquitos. Todas las delicias de Perú en un solo lugar.
"-12.1167699,-77.0282922,17z",1,"El PEOR LUGAR, COMIDA SALADA, EL MESERO DESCORTÉS, TE PIDEN UN PAGO DE LA RESERVA (nosotros pagamos S/.400) pasaron las 2 horas nos botaron con media botella de vino llena (ni nos avisaron que ya se nos había acabado de tiempo) las sillas…"
"-12.1167699,-77.0282922,17z",5,"Fui por recomendación y lo recomiendo yo también. Comida y atención espectaculares. Los precios son altos pero lo vale.
Volvería!"
"-12.1167699,-77.0282922,17z",5,Buenísimo!!
"-12.1167699,-77.0282922,17z",5,"Aunque se demora mucho en llegar la comida, es buenismo. Los tragos son super caros y nisiquiera tienen carta de esos (por eso)"
"-12.1167699,-77.0282922,17z",1,Me parece exesecivo el precio de la comida.. 45 soles un mancha pecho. Fácil podría ser exagerando 30.. Luego fetuccini con lomo 42.. Y la jarra de litro y medio 25.. Se lo dejo a su criterio
"-12.1167699,-77.0282922,17z",5,Delicioso!!
"-12.1167699,-77.0282922,17z",5,"Antes de la pandemia se podía conocer y compartir con los demás clientes alrededor mientras comías era un plus magnífico. Ahora se mantiene el distanciamento pero la comida y es abundante y deliciosa. Cuando pidan sopas, como la parihuela, los platos son como para 6 personas aunque la mesera diga que es para 2 :)"
"-12.1167699,-77.0282922,17z",5,"Espectacular, un imperdible en Lima"
"-12.1167699,-77.0282922,17z",5,Excelente lugar.  Un imperdible en Lima
"-12.1167699,-77.0282922,17z",5,Que súper experiencia culinaria gran variedad de platos es  a otro nivel
